track,card_id,race_date,breed,name,weight,age,sex,meds_and_equip,jockey,dollar_odds,program_number,post_position,claim_price,start_position,finish_position,finish_time,speed_rating,trainer,owner,win_payoff,place_payoff,show_payoff,weather,distance,race_type,track_conditions
WO ,D,2016-11-06 00:00:00,TB,Simon's Siesta,114,6,G,Lb,A D Auger,28.9,5.0,5,9500,1.0,7.0,0.0,68.0,England Phillip,"Morrison, Dennis and Schmidt, Karin",0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Pretty Master,115,4,G,L,F Crausaz,65.4,7.0,5,6000,1.0,8.0,0.0,80.0,Delmas Analisa M,Jecara Farms,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Speyside,119,7,G,Lb,M Z Buchanan,153.4,9.0,8,11500,10.0,10.0,0.0,56.0,Ezra Daryl G,Michelle M Olsson,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,She's Messi,119,6,M,Lb,D Moran,6.15,8.0,8,9500,9.0,3.0,0.0,80.0,Attard Jamie,"Sikand, Rakesh S. and Sikand, Kumud S.",0.0,0.0,4.7,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,I Got Silent Ego,118,2,F,Lb,S Singh,3.1,12.0,12,25000,4.0,10.0,0.0,42.0,Attard Paul,Paul Mouttet,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Court Queen,118,2,F,Lb,S R Bahen,41.55,3.0,3,25000,6.0,9.0,0.0,46.0,Armata Jr Ross,James H. Mann,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Winstanley (IRE),119,4,G,Lb,J M Campbell,13.6,11.0,9,6000,4.0,2.0,0.0,91.0,Gonzalez Nicholas,"Horse'n Around Racing Stable and Gonzalez, Martha K.",0.0,11.0,5.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Yer Blues,119,6,G,Lb,J Crawford,49.6,13.0,10,6000,7.0,6.0,0.0,83.0,Jolin Chris,Sam Passero,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Tethra's Magic,116,2,F,L,L Contreras,13.4,5.0,5,0,8.0,5.0,0.0,75.0,Doyle Michael J,Eaton Hall Farm,0.0,0.0,0.0,Showery,850.0,Stakes,FT
WO ,D,2016-11-06 00:00:00,TB,Holy Whirl Wind,121,6,G,Lb,G Boulanger,12.1,3.0,3,0,10.0,9.0,0.0,85.0,Ensom Jim,"1569389 Ontario, Inc.",0.0,0.0,0.0,Showery,500.0,Allowance,FT
WO ,D,2016-11-06 00:00:00,TB,Move Over,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,High Society,121,4,G,Lb,T Wong,90.25,11.0,10,10000,9.0,6.0,0.0,69.0,Brnjas Ashlee,Colebrook Farms,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Leighlin Road,114,2,F,L,D Moran,0.9,1.0,1,20000,5.0,2.0,0.0,56.0,Doyle Michael J,Dura Racing and M. J. Doyle Racing Stables Ltd.,0.0,2.5,2.1,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Absolute,119,5,G,Lb,S R Bahen,21.7,2.0,2,9500,8.0,2.0,0.0,82.0,Baker Reade,Curraghmore Farm,0.0,22.2,14.7,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,I Cannot Find It,116,3,F,Lb,E R Da Silva,2.95,2.0,2,9500,4.0,2.0,0.0,66.0,Attard Kevin,"Lickrish, Elizabeth and Gordon",0.0,4.8,3.3,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Silver Ring,119,2,F,Lb,R M Hernandez,4.75,1.0,1,0,8.0,1.0,0.0,83.0,Attard Sid C,Martin L. Cherry,11.5,5.1,3.3,Cloudy,600.0,Maiden Special Weight,FT
WO ,D,2016-11-06 00:00:00,TB,Messy Marie,120,3,F,L,D Moran,15.45,2.0,2,40000,4.0,4.0,0.0,71.0,Buttigieg Paul M,"Vlahos, Gus and Jim",0.0,0.0,0.0,Cloudy,650.0,Maiden Optional Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Skylander Boy,118,4,G,Lb,A D Auger,5.45,1.0,1,16000,7.0,5.0,0.0,72.0,Gerl Robert,1824782 Ontario Inc.,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Bread Winner,121,4,G,Lbf,S Callaghan,37.0,5.0,5,20000,9.0,8.0,0.0,73.0,Armata Ross,"S. A. Racing Stable, Inc.",0.0,0.0,0.0,Showery,600.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Missed Him,120,3,G,L,D Moran,9.4,9.0,9,16000,1.0,7.0,0.0,68.0,Buttigieg Paul M,Buttigieg Training Centre,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Barefoot Cove,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,900.0,Maiden Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Super Colerosa,121,4,H,Lbf,J M Campbell,4.35,5.0,5,0,3.0,1.0,0.0,97.0,De Paulo Michael P,Giuseppina Romano,10.7,5.1,4.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-11-06 00:00:00,TB,Miss Mew,119,2,F,Lb,J M Campbell,22.0,1.0,1,0,8.0,8.0,0.0,38.0,Miller Blair A,Hugh W. Blackmore,0.0,0.0,0.0,Cloudy,500.0,Maiden Special Weight,FT
WO ,D,2016-11-06 00:00:00,TB,Sweet Corinna,121,4,M,L,G Olguin,10.95,3.0,3,16000,5.0,8.0,0.0,75.0,Fairlie Scott H,"Ace Racing Stable, Inc.",0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Archer Triumph's,121,4,G,Lf,G Olguin,10.65,12.0,11,9500,9.0,7.0,0.0,66.0,Leslie Sue,Leslie Sue and Chartrand-Hoek Evette,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Fo'c'sle,120,3,G,L,P Husbands,1.05,9.0,7,8000,6.0,1.0,0.0,69.0,Casse Mark E,East West Stables,4.1,2.8,2.5,Cloudy,900.0,Maiden Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Conquest Swagger,120,3,G,Lb,J V Bridgmohan,14.75,1.0,1,40000,6.0,5.0,0.0,69.0,DeSouza Bancroft,Spencer Williams,0.0,0.0,0.0,Cloudy,850.0,Maiden Optional Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Clampdown,120,3,G,Lb,G Boulanger,6.95,1.0,1,10000,10.0,1.0,0.0,52.0,Attfield Roger L,Kingview Farms and Attfield Roger L,15.9,8.0,4.5,Showery,900.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Hockey,119,6,G,L,T Wong,5.5,2.0,2,9500,9.0,5.0,0.0,46.0,Armata W V,Enza Armata,0.0,0.0,0.0,Showery,900.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Sheztenthehardway,119,2,F,L,I E Mosqueira,77.0,11.0,11,0,7.0,12.0,0.0,0.0,Armata Vito,Alpine Stable Ltd.,0.0,0.0,0.0,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-11-06 00:00:00,TB,Whistling Storm,118,2,F,Lb,S Singh,41.3,1.0,1,20000,8.0,10.0,0.0,40.0,Mattine John,RCC Racing Stable Ltd and Realm Racing Stables,0.0,0.0,0.0,Clear,500.0,Maiden Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Rebellion On Tap,121,5,G,L,D Moran,169.15,3.0,3,40000,10.0,10.0,0.0,80.0,Grant Carlos,"Heste Sport, Inc.",0.0,0.0,0.0,Cloudy,700.0,Claiming,FM
WO ,D,2016-11-06 00:00:00,TB,Forest Brother,119,4,G,L,T Wong,38.7,5.0,5,37500,5.0,5.0,0.0,94.0,Regan Timothy,Marc Berzins,0.0,0.0,0.0,Cloudy,700.0,Claiming,FM
WO ,D,2016-11-06 00:00:00,TB,Winning Smile,120,3,F,L,P Husbands,6.2,9.0,9,0,6.0,8.0,0.0,83.0,Attard Sid C,Stronach Stables,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-11-06 00:00:00,TB,Shot for Shot,123,4,G,Lb,E R Da Silva,5.15,2.0,2,10000,1.0,7.0,0.0,78.0,Mattine Michael,Carlo D'Amato,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Gentleman Jackson,123,9,G,L,R M Hernandez,1.35,2.0,2,6250,3.0,1.0,0.0,97.0,Drexler Martin,Deborah Fletcher,4.7,3.1,2.5,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Forestella,123,4,F,Lb,E R Da Silva,0.95,4.0,4,0,4.0,2.0,0.0,81.0,Tiller Robert P,Benjamin Hutzel,0.0,2.6,2.1,Rainy,500.0,Maiden Optional Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Commute,118,4,H,L,G Boulanger,18.0,3.0,3,0,6.0,3.0,0.0,109.0,Casse Mark E,Grossberg Gabe and Sagamore Farm,0.0,0.0,5.2,Cloudy,600.0,Stakes,FT
WO ,D,2016-11-06 00:00:00,TB,Haywire,120,3,G,Lb,S Ryan,6.55,2.0,2,10000,5.0,5.0,0.0,72.0,Bell David R,Mike Oslanski,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Freitag,118,5,G,L,A Garcia,1.9,3.0,3,0,9.0,1.0,0.0,107.0,Frostad Mark R,Earle I Mack LLC,5.8,3.6,2.9,Cloudy,850.0,Stakes,FT
WO ,D,2016-11-06 00:00:00,TB,Rebel Music,123,4,G,L,S Singh,4.7,1.0,1,10000,6.0,1.0,0.0,80.0,Smith Robert Charles,Primerano Angela P and Rankin Colin D,11.4,6.8,5.2,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Padre Pio,116,3,G,L,D Moran,5.75,10.0,10,9500,1.0,9.0,0.0,6.0,Pion Sylvain,Sylvain Pion,0.0,0.0,0.0,Showery,900.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Bubba Boy,116,3,G,Lbf,E R Da Silva,4.0,11.0,11,9500,4.0,3.0,0.0,51.0,Di Pasquale Sam,James Redekop,0.0,0.0,4.1,Showery,900.0,Claiming,FT
WO ,D,2016-11-06 00:00:00,TB,Please Play Again,118,3,G,Lb,T Maragh,22.9,7.0,7,9500,3.0,6.0,0.0,38.0,Chircop Steven,Steven Chircop,0.0,0.0,0.0,Showery,900.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Hey Bear,116,3,G,Lb,L Contreras,2.1,9.0,9,9500,11.0,5.0,0.0,83.0,Tharrenos William,Colebrook Farms,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Scotty's Ego,121,5,R,b,M Z Buchanan,102.15,11.0,11,6250,8.0,14.0,0.0,53.0,Ezra Daryl G,Michelle M Olsson,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Good Looking Leo,119,4,G,L,E R Da Silva,3.0,2.0,2,9500,1.0,1.0,0.0,90.0,McKnight Norman,"Trinity Racing Stables, Inc.",8.0,4.4,3.6,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Izitlegal,119,6,M,b,T Wong,39.85,7.0,7,9500,1.0,12.0,0.0,67.0,Krcmar Zeljko,Sandy Prazmowski,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,R Boots Hall,121,4,G,Lb,T Wong,44.65,9.0,9,7500,12.0,5.0,0.0,65.0,Seymour Gerald E,Gerald E Seymour,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Just Coz,119,4,M,Lf,R M Hernandez,5.3,10.0,10,6000,8.0,6.0,0.0,77.0,Perkins Lorna M,UN Stable,0.0,0.0,0.0,Showery,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,War Fan,119,5,H,L,J I Alderson,39.75,5.0,5,6000,10.0,10.0,0.0,72.0,Robinson Lorenzo,Judith Claire Smith,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Bella's Ballerina,118,3,F,Lb,S Chernetz,91.4,6.0,5,0,5.0,9.0,0.0,48.0,Eshelman Bonnie,Bonnie Eshelman,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-11-09 00:00:00,TB,Canadian Ranger,115,2,G,Lb,S Ryan,4.75,2.0,2,20000,1.0,5.0,0.0,62.0,Tharrenos William,Natural Eight Stable R P I Stable Humphrey M and Humphrey L,0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Emma's Love,119,6,M,Lb,S Singh,90.4,4.0,4,6000,9.0,10.0,0.0,69.0,Gerl Robert,Pat Ionta,0.0,0.0,0.0,Showery,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Bella's Ballerina,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Queenstown,119,7,M,Lb,G Olguin,64.55,3.0,3,6000,11.0,4.0,0.0,81.0,Borsk David,David A. Borsk,0.0,0.0,0.0,Showery,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Strike Me Again,117,4,G,Lb,J I Alderson,50.05,5.0,5,0,0.0,8.0,0.0,71.0,Glennon Darren C,Rainbow End Racing Stable,0.0,0.0,0.0,Cloudy,1500.0,Starters Allowance,FT
WO ,D,2016-11-09 00:00:00,TB,Starship Gambler,119,7,M,Lf,J I Alderson,40.9,1.0,1,6000,1.0,7.0,0.0,73.0,Tharrenos William,Natural Eight Stable,0.0,0.0,0.0,Showery,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Between Drinks,119,4,G,Lvf,J Crawford,127.85,3.0,3,19000,3.0,12.0,0.0,71.0,Maynard Desmond,Desmond Maynard,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Skydigger Andy,121,4,G,Lb,J I Alderson,19.25,3.0,3,10000,8.0,6.0,0.0,82.0,Banach Darwin D,"William A. Sorokolit, Sr.",0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,French Romance,119,5,M,L,S R Bahen,8.3,4.0,3,9500,5.0,6.0,0.0,74.0,Barnett Robert Earl,Openwood Farm,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Machito,121,6,G,Lb,G Olguin,4.2,10.0,8,6250,10.0,7.0,0.0,82.0,McDonald Michael K,"McDonald, Mike K, and LeBlanc, April",0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Atypical,121,5,G,Lb,E R Da Silva,5.65,6.0,6,10000,3.0,7.0,0.0,87.0,Attard Sid C,Tucci Stables,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Leading Wild,121,5,M,L,J M Campbell,10.75,8.0,8,10000,5.0,8.0,0.0,63.0,Bennett Cole,Irishyouwell Racing and Meikle Bill,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Extremist,119,7,M,L,E R Da Silva,4.05,2.0,2,9500,4.0,1.0,0.0,83.0,McKnight Norman,Racer's Edge Inc and McMaster Gary,10.1,5.6,4.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Timeforastar,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,First in Class,120,2,G,Lb,K Johnson,39.7,5.0,5,0,5.0,6.0,0.0,69.0,Griffith Ricky,Debmar Stables,0.0,0.0,0.0,Cloudy,700.0,Maiden Special Weight,FT
WO ,D,2016-11-09 00:00:00,TB,Lillz Pearl,123,5,G,Lb,J McAleney,13.8,13.0,13,0,5.0,12.0,0.0,82.0,Singh Ricky,Ricky Singh,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-11-09 00:00:00,TB,Splendid Glory,121,4,M,L,T Husbands,98.5,10.0,10,0,2.0,9.0,0.0,76.0,Ladouceur Harold,Jessie L. Ladouceur,0.0,0.0,0.0,Cloudy,500.0,Allowance,FT
WO ,D,2016-11-09 00:00:00,TB,Virtuelle,118,3,F,Lb,E Wilson,4.95,4.0,4,9500,3.0,6.0,0.0,53.0,Gracey W Phillip,William Diamant,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Mauna Kea,119,7,M,L,J I Alderson,59.0,3.0,3,19000,11.0,1.0,0.0,87.0,McClachrie Denyse,Lindy's Racing Stable,120.0,52.4,23.1,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Quality Assurance,122,6,M,Lb,H M Vanek,73.15,8.0,8,7500,9.0,6.0,0.0,58.0,Robillard Julie,Bruno Schickedanz,0.0,0.0,0.0,Rainy,500.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,The Doctor,119,3,G,Lbf,J I Alderson,33.9,6.0,6,40000,7.0,6.0,0.0,51.0,Colbourne Gordon C,"Box Arrow Farm and Colbourne, G.",0.0,0.0,0.0,Cloudy,500.0,Maiden Optional Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,R Boots Hall,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Mel's Ring,119,5,M,Lbr,R M Hernandez,4.1,5.0,5,7500,1.0,7.0,0.0,55.0,Pion Sylvain,Pion Sylvain and Crete Pierre,0.0,0.0,0.0,Rainy,500.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Heaven's Sake,121,5,G,Lf,J Crawford,20.1,7.0,6,9500,2.0,3.0,0.0,74.0,Chubb Beverley,Rivermead Stables,0.0,0.0,6.2,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Snippets of Time,121,7,M,Lf,D Johnson,33.2,4.0,4,8000,8.0,5.0,0.0,62.0,Colbourne Gordon C,Gordon C. Colbourne,0.0,0.0,0.0,Rainy,500.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Call Me Gizmo,116,2,G,L,S Ryan,37.65,3.0,3,32000,4.0,9.0,0.0,58.0,Mayers Amber,Amber Mayers,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Leen and Classy,116,3,F,bf,J V Bridgmohan,45.8,2.0,2,7500,2.0,7.0,0.0,63.0,Cole Krista,Latina Racing Stable,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Bella Humor,119,4,M,L,J McAleney,3.2,4.0,4,7500,3.0,5.0,0.0,74.0,Fehr Alec,Fehr Alec and Mohanlall Rattan K,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Penny Stamp,119,5,M,Lb,O Moreno,5.3,3.0,3,6000,2.0,4.0,0.0,72.0,Silvera Laurie,Laurie Silvera,0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Splashy Girl,119,4,M,Lb,G Olguin,79.7,7.0,7,7500,10.0,6.0,0.0,68.0,Cardella John,John Cardella,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Lo and Behold,121,4,M,Lb,M Z Buchanan,48.55,8.0,8,7500,6.0,8.0,0.0,60.0,Newland George,Malcom Alderson,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Ring for Maddie,121,5,M,L,D Moran,43.25,8.0,7,6250,6.0,12.0,0.0,38.0,Belaire Conrad A,James Mort Hardy,0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Scotty's Ego,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Broadway Sensation,119,4,G,L,S R Bahen,100.3,3.0,3,19000,10.0,9.0,0.0,64.0,Samulak Julia A,Smith Joseph George and Samulak Greg C,0.0,0.0,0.0,Cloudy,900.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Courtville,121,7,G,Lb,O Moreno,2.0,9.0,9,9500,8.0,3.0,0.0,98.0,McKnight Norman,Tallyho Racing Ltd.,0.0,0.0,3.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Mighty Quinn,116,6,G,Lb,T Wolfe-Bell,9.85,4.0,4,10000,5.0,4.0,0.0,84.0,Berringer Peter,Aurora Meadows,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Who's Got It,118,3,G,Lb,G Boulanger,6.25,8.0,8,0,9.0,3.0,0.0,83.0,De Paulo Michael P,Mickey Demers,0.0,0.0,3.2,Snowing,600.0,Allowance,FT
WO ,D,2016-11-09 00:00:00,TB,Buckden House,121,4,M,Lbf,J M Campbell,11.35,5.0,4,10000,1.0,2.0,0.0,86.0,Miller Blair A,Twin Bullets Stable,0.0,11.2,5.5,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Ratface Macdougall,118,3,G,Lb,G Olguin,9.55,9.0,9,0,3.0,10.0,0.0,55.0,Buntain Angus,Greenoaks Farm,0.0,0.0,0.0,Snowing,600.0,Allowance,FT
WO ,D,2016-11-09 00:00:00,TB,Foxy Phill,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Snowing,600.0,Allowance,FT
WO ,D,2016-11-09 00:00:00,TB,Salvation Show,119,4,G,Lb,G Boulanger,16.55,7.0,7,9500,4.0,2.0,0.0,85.0,Vassilieva Katerina,Waccamaw Stable LLC,0.0,12.0,7.6,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Final Offer,119,4,G,Lb,J M Campbell,5.9,5.0,5,9500,2.0,1.0,0.0,93.0,Drexler Martin,Joey Gee Thoroughbreds,13.8,7.1,4.6,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Espirituganador,121,4,G,Lb,S R Bahen,14.25,1.0,1,7500,4.0,3.0,0.0,66.0,Armata W V,Margaret J. Barlari,0.0,0.0,6.7,Cloudy,900.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Foxy Phill,123,4,G,L,I E Mosqueira,12.45,4.0,4,10000,7.0,10.0,0.0,60.0,Glennon Darren C,A Foxy Stable,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Fine Grit,115,3,G,L,F Crausaz,10.45,2.0,2,8000,1.0,2.0,0.0,67.0,Delmas Analisa M,Fieldstone Farms,0.0,8.1,5.6,Cloudy,900.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Hythe,118,3,G,b,E Wilson,3.0,5.0,4,7500,5.0,5.0,0.0,65.0,Vella Daniel J,Canyon Farms,0.0,0.0,0.0,Cloudy,900.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Strike Me Again,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Reallylikethisone,116,3,G,Lb,L Contreras,2.75,9.0,8,9500,3.0,9.0,0.0,70.0,Doyle Michael J,"M. J. Doyle Racing Stable, Ltd.",0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Fainne Geal,120,3,G,Lb,K Johnson,15.55,8.0,6,8000,8.0,7.0,0.0,60.0,Cathcart Steven,Candice Warwick Lessee,0.0,0.0,0.0,Cloudy,900.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,King of Angels,121,4,G,L,J M Campbell,6.5,10.0,8,7500,9.0,4.0,0.0,65.0,Gonzalez Nicholas,Raymond J. Smith,0.0,0.0,0.0,Cloudy,900.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,The Cheeky Charmer,121,5,G,by,T Maragh,15.85,11.0,9,7500,2.0,6.0,0.0,62.0,Blouin Marc A,Belinda Blouin,0.0,0.0,0.0,Cloudy,900.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Red Fever,119,5,G,Lb,R M Hernandez,6.65,4.0,4,9500,4.0,8.0,0.0,70.0,Vella Daniel J,Joey Gee Thoroughbreds,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Asterism,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,900.0,Maiden Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Itstartswithadrink,118,2,G,Lf,J M Campbell,11.95,1.0,1,40000,8.0,6.0,0.0,69.0,Gonzalez Nicholas,"Coll, Michael A. and Gonzalez, Martha K.",0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-11-09 00:00:00,TB,Mind Magic,123,4,G,Lb,T Wong,3.85,4.0,4,8000,3.0,1.0,0.0,69.0,Attard Tino,Joshua J. Attard,9.7,4.1,2.9,Cloudy,850.0,Claiming,FT
WO ,D,2016-11-11 00:00:00,TB,Kadley,118,2,F,L,G Boulanger,17.5,1.0,1,0,6.0,1.0,0.0,68.0,LeBlanc Jr Jr John P,"Gierkink, Ron and William",37.0,16.0,7.7,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-11-11 00:00:00,TB,Classic Bryce,123,7,G,b,L Contreras,4.0,2.0,2,6250,7.0,3.0,0.0,86.0,Banach Darwin D,"William A. Sorokolit, Sr.",0.0,0.0,4.6,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-11 00:00:00,TB,One Destiny,119,5,G,Lbf,O Moreno,11.5,1.0,1,6000,11.0,9.0,0.0,74.0,DeSouza Bancroft,Smith Joseph George and DeSouza Bancroft E,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-11-11 00:00:00,TB,Sam's Cross,119,2,F,Lb,P Husbands,3.1,8.0,8,0,2.0,1.0,0.0,81.0,Hayes Breeda,"Hayes, John and Breeda",8.2,3.9,2.7,Cloudy,700.0,Maiden Special Weight,FT
WO ,D,2016-11-11 00:00:00,TB,Easy Indygo,119,4,G,Lb,S R Bahen,11.4,10.0,10,37500,0.0,2.0,0.0,87.0,Gonzalez Nicholas,Tucci Stables,0.0,9.9,5.3,Cloudy,1000.0,Claiming,FT
